Season,round,home,visitor,hgoal,vgoal,tothgoal,totvgoal,totagg_home,totagg_visitor
2012,GroupC,RSC Anderlecht,AC Milan,1,3,1,3,1,3
2012,GroupD,AFC Ajax,Borussia Dortmund,1,4,1,4,1,5
2012,GroupB,Arsenal,Montpellier HSC,2,0,2,0,4,1
2012,GroupA,Dinamo Kiev,Paris Saint-Germain,0,2,0,2,1,6
2012,GroupA,FC Porto,Dinamo Zagreb,3,0,3,0,5,0
2012,GroupC,Zenit St. Petersburg,Malaga CF,2,2,2,2,2,5
2012,GroupD,Manchester City,Real Madrid,1,1,1,1,3,4
2012,GroupB,Schalke 04,Olympiacos,1,0,1,0,3,1
2012,GroupC,AC Milan,Zenit St. Petersburg,0,1,0,1,3,3
2012,GroupD,Real Madrid,AFC Ajax,4,1,4,1,8,2
2012,GroupB,Olympiacos,Arsenal,2,1,2,1,3,4
2012,GroupD,Borussia Dortmund,Manchester City,1,0,1,0,2,1
2012,GroupA,Dinamo Zagreb,Dinamo Kiev,1,1,1,1,1,3
2012,GroupA,Paris Saint-Germain,FC Porto,2,1,2,1,2,2
2012,GroupC,Malaga CF,RSC Anderlecht,2,2,2,2,5,2
2012,GroupB,Montpellier HSC,Schalke 04,1,1,1,1,3,3
2012,GroupG,Barcelona,SL Benfica,0,0,0,0,2,0
2012,GroupF,Bayern Munich,BATE Borisov,4,1,4,1,5,4
2012,GroupG,Celtic,Spartak Moskva,2,1,2,1,5,3
2012,GroupH,Manchester United,CFR Cluj,0,1,0,1,2,2
2012,GroupE,Chelsea,Nordsjaelland,6,1,6,1,10,1
2012,GroupH,Sporting Braga,Galatasaray,1,2,1,2,3,2
2012,GroupE,Shakhtar Donetsk,Juventus,0,1,0,1,1,2
2012,GroupF,Lille OSC,Valencia CF,0,1,0,1,0,3
2013,GroupA,Manchester United,Bayer Leverkusen,4,2,4,2,9,2
2013,GroupD,Bayern Munich,CSKA Moskva,3,0,3,0,6,1
2013,GroupB,Galatasaray,Real Madrid,1,6,1,6,2,10
2013,GroupB,Kobenhavn,Juventus,1,1,1,1,2,4
2013,GroupD,Viktoria Plzen,Manchester City,0,3,0,3,2,7
2013,GroupC,Olympiacos,Paris Saint-Germain,1,4,1,4,2,6
2013,GroupA,Real Sociedad,Shakhtar Donetsk,0,2,0,2,0,6
2013,GroupC,SL Benfica,RSC Anderlecht,2,0,2,0,5,2
2013,GroupH,AC Milan,Celtic,2,0,2,0,5,0
2013,GroupH,Barcelona,AFC Ajax,4,0,4,0,5,2
2013,GroupF,Olympique Marseille,Arsenal,1,2,1,2,1,4
2013,GroupG,Atletico Madrid,Zenit St. Petersburg,3,1,3,1,4,2
2013,GroupG,Austria Wien,FC Porto,0,1,0,1,1,2
2013,GroupE,Chelsea,Basel,1,2,1,2,1,3
2013,GroupF,SSC Napoli,Borussia Dortmund,2,1,2,1,3,4
2013,GroupE,Schalke 04,Steaua Bucuresti,3,0,3,0,3,0
2013,GroupH,AFC Ajax,AC Milan,1,1,1,1,1,1
2013,GroupF,Arsenal,SSC Napoli,2,0,2,0,2,2
2013,GroupG,FC Porto,Atletico Madrid,1,2,1,2,1,4
2013,GroupG,Zenit St. Petersburg,Austria Wien,0,0,0,0,1,4
2013,GroupH,Celtic,Barcelona,0,1,0,1,1,7
2013,GroupE,Basel,Schalke 04,0,1,0,1,0,3
2013,GroupF,Borussia Dortmund,Olympique Marseille,3,0,3,0,5,1
2013,GroupE,Steaua Bucuresti,Chelsea,0,4,0,4,0,5
2013,GroupA,Bayer Leverkusen,Real Sociedad,2,1,2,1,3,1
2013,GroupD,Manchester City,Bayern Munich,1,3,1,3,4,5
2013,GroupD,CSKA Moskva,Viktoria Plzen,3,2,3,2,4,4
2013,GroupB,Juventus,Galatasaray,2,2,2,2,2,3
2013,GroupB,Real Madrid,Kobenhavn,4,0,4,0,6,0
2013,GroupA,Shakhtar Donetsk,Manchester United,1,1,1,1,1,2
2013,GroupC,RSC Anderlecht,Olympiacos,0,3,0,3,1,6
2013,GroupC,Paris Saint-Germain,SL Benfica,3,0,3,0,4,2
2013,GroupH,AC Milan,Barcelona,1,1,1,1,2,4
2013,GroupH,Celtic,AFC Ajax,2,1,2,1,2,2
2013,GroupF,Arsenal,Borussia Dortmund,1,2,1,2,2,2
2013,GroupG,Austria Wien,Atletico Madrid,0,3,0,3,0,7
2013,GroupE,Steaua Bucuresti,Basel,1,1,1,1,2,2
2013,GroupE,Schalke 04,Chelsea,0,3,0,3,0,6
2013,GroupG,FC Porto,Zenit St. Petersburg,0,1,0,1,1,2
2013,GroupF,Olympique Marseille,SSC Napoli,1,2,1,2,3,5
2013,GroupA,Bayer Leverkusen,Shakhtar Donetsk,4,0,4,0,4,0
2013,GroupD,Bayern Munich,Viktoria Plzen,5,0,5,0,6,0
2013,GroupD,CSKA Moskva,Manchester City,1,2,1,2,3,7
2013,GroupB,Galatasaray,Kobenhavn,3,1,3,1,3,2
2013,GroupB,Real Madrid,Juventus,2,1,2,1,4,3
2013,GroupA,Manchester United,Real Sociedad,1,0,1,0,1,0
2013,GroupC,SL Benfica,Olympiacos,1,1,1,1,1,2
2013,GroupC,RSC Anderlecht,Paris Saint-Germain,0,5,0,5,1,6
2013,GroupA,Shakhtar Donetsk,Bayer Leverkusen,0,0,0,0,0,4
2013,GroupD,Viktoria Plzen,Bayern Munich,0,1,0,1,0,6
2013,GroupD,Manchester City,CSKA Moskva,5,2,5,2,7,3
2013,GroupB,Kobenhavn,Galatasaray,1,0,1,0,2,3
2013,GroupB,Juventus,Real Madrid,2,2,2,2,3,4
2013,GroupA,Real Sociedad,Manchester United,0,0,0,0,0,1
2013,GroupC,Olympiacos,SL Benfica,1,0,1,0,2,1
2013,GroupC,Paris Saint-Germain,RSC Anderlecht,1,1,1,1,6,1
2013,GroupH,Barcelona,AC Milan,3,1,3,1,4,2
2013,GroupH,AFC Ajax,Celtic,1,0,1,0,2,2
2013,GroupF,Borussia Dortmund,Arsenal,0,1,0,1,2,2
2013,GroupG,Atletico Madrid,Austria Wien,4,0,4,0,7,0
2013,GroupE,Basel,Steaua Bucuresti,1,1,1,1,2,2
2013,GroupE,Chelsea,Schalke 04,3,0,3,0,6,0
2013,GroupG,Zenit St. Petersburg,FC Porto,1,1,1,1,2,1
2013,GroupF,SSC Napoli,Olympique Marseille,3,2,3,2,5,3
2013,GroupH,Celtic,AC Milan,0,3,0,3,0,5
2013,GroupH,AFC Ajax,Barcelona,2,1,2,1,2,5
2013,GroupF,Arsenal,Olympique Marseille,2,0,2,0,4,1
2013,GroupG,Zenit St. Petersburg,Atletico Madrid,1,1,1,1,2,4
2013,GroupG,FC Porto,Austria Wien,1,1,1,1,2,1
2013,GroupE,Basel,Chelsea,1,0,1,0,3,1
2013,GroupF,Borussia Dortmund,SSC Napoli,3,1,3,1,4,3
2013,GroupE,Steaua Bucuresti,Schalke 04,0,0,0,0,0,3
2013,GroupA,Bayer Leverkusen,Manchester United,0,5,0,5,2,9
2013,GroupD,CSKA Moskva,Bayern Munich,1,3,1,3,1,6
2013,GroupB,Real Madrid,Galatasaray,4,1,4,1,10,2
2013,GroupB,Juventus,Kobenhavn,3,1,3,1,4,2
2013,GroupD,Manchester City,Viktoria Plzen,4,2,4,2,7,2
2013,GroupC,Paris Saint-Germain,Olympiacos,2,1,2,1,6,2
2013,GroupA,Shakhtar Donetsk,Real Sociedad,4,0,4,0,6,0
2013,GroupC,RSC Anderlecht,SL Benfica,2,3,2,3,2,5
2013,GroupA,Real Sociedad,Bayer Leverkusen,0,1,0,1,1,3
2013,GroupD,Bayern Munich,Manchester City,2,3,2,3,5,4
2013,GroupD,Viktoria Plzen,CSKA Moskva,2,1,2,1,4,4
2013,GroupB,Kobenhavn,Real Madrid,0,2,0,2,0,6
2013,GroupA,Manchester United,Shakhtar Donetsk,1,0,1,0,2,1
2013,GroupC,Olympiacos,RSC Anderlecht,3,1,3,1,6,1
2013,GroupC,SL Benfica,Paris Saint-Germain,2,1,2,1,2,4
2013,GroupH,AC Milan,AFC Ajax,0,0,0,0,1,1
2013,GroupF,SSC Napoli,Arsenal,2,0,2,0,2,2
2013,GroupG,Atletico Madrid,FC Porto,2,0,2,0,4,1
2013,GroupG,Austria Wien,Zenit St. Petersburg,4,1,4,1,4,1
2013,GroupH,Barcelona,Celtic,6,1,6,1,7,1
2013,GroupE,Schalke 04,Basel,2,0,2,0,3,0
2013,GroupF,Olympique Marseille,Borussia Dortmund,1,2,1,2,1,5
2013,GroupE,Chelsea,Steaua Bucuresti,1,0,1,0,5,0
2013,GroupB,Galatasaray,Juventus,1,0,1,0,3,2
2014,GroupD,Borussia Dortmund,Arsenal,2,0,2,0,2,2
2014,GroupC,AS Monaco,Bayer Leverkusen,1,0,1,0,2,0
2014,GroupA,Olympiacos,Atletico Madrid,3,2,3,2,3,6
2014,GroupB,Real Madrid,Basel,5,1,5,1,6,1
2014,GroupD,Galatasaray,RSC Anderlecht,1,1,1,1,1,3
2014,GroupA,Juventus,Malmo FF,2,0,2,0,4,0
2014,GroupB,Liverpool,PFC Ludogorets Razgrad,2,1,2,1,4,3
2014,GroupC,SL Benfica,Zenit St. Petersburg,0,2,0,2,0,3
2014,GroupF,AFC Ajax,Paris Saint-Germain,1,1,1,1,2,4
2014,GroupF,Barcelona,APOEL Nikosia,1,0,1,0,5,0
2014,GroupE,AS Roma,CSKA Moskva,5,1,5,1,6,2
2014,GroupH,Athletic Bilbao,Shakhtar Donetsk,0,0,0,0,1,0
2014,GroupH,FC Porto,BATE Borisov,6,0,6,0,9,0
2014,GroupE,Bayern Munich,Manchester City,1,0,1,0,3,3
2014,GroupG,Chelsea,Schalke 04,1,1,1,1,6,1
2014,GroupG,NK Maribor,Sporting CP,1,1,1,1,2,4
2014,GroupF,Paris Saint-Germain,Barcelona,3,2,3,2,4,5
2014,GroupF,APOEL Nikosia,AFC Ajax,1,1,1,1,1,5
2014,GroupE,Manchester City,AS Roma,1,1,1,1,3,1
2014,GroupH,BATE Borisov,Athletic Bilbao,2,1,2,1,2,3
2014,GroupE,CSKA Moskva,Bayern Munich,0,1,0,1,0,4
2014,GroupG,Sporting CP,Chelsea,0,1,0,1,1,4
2014,GroupH,Shakhtar Donetsk,FC Porto,2,2,2,2,3,3
2014,GroupG,Schalke 04,NK Maribor,1,1,1,1,2,1
2014,GroupD,Arsenal,Galatasaray,4,1,4,1,8,2
2014,GroupC,Zenit St. Petersburg,AS Monaco,0,0,0,0,0,2
2014,GroupA,Atletico Madrid,Juventus,1,0,1,0,1,0
2014,GroupB,Basel,Liverpool,1,0,1,0,2,1
2014,GroupC,Bayer Leverkusen,SL Benfica,3,1,3,1,3,1
2014,GroupD,RSC Anderlecht,Borussia Dortmund,0,3,0,3,1,4
2014,GroupA,Malmo FF,Olympiacos,2,0,2,0,4,4
2014,GroupB,PFC Ludogorets Razgrad,Real Madrid,1,2,1,2,1,6
2014,GroupF,Barcelona,AFC Ajax,3,1,3,1,5,1
2014,GroupF,APOEL Nikosia,Paris Saint-Germain,0,1,0,1,0,2
2014,GroupE,AS Roma,Bayern Munich,1,7,1,7,1,9
2014,GroupH,FC Porto,Athletic Bilbao,2,1,2,1,4,1
2014,GroupH,BATE Borisov,Shakhtar Donetsk,0,7,0,7,0,12
2014,GroupG,Chelsea,NK Maribor,6,0,6,0,7,1
2014,GroupE,CSKA Moskva,Manchester City,2,2,2,2,4,3
2014,GroupG,Schalke 04,Sporting CP,4,3,4,3,6,7
2014,GroupD,RSC Anderlecht,Arsenal,1,2,1,2,4,5
2014,GroupC,AS Monaco,SL Benfica,0,0,0,0,0,1
2014,GroupA,Atletico Madrid,Malmo FF,5,0,5,0,7,0
2014,GroupB,PFC Ludogorets Razgrad,Basel,1,0,1,0,1,4
2014,GroupC,Bayer Leverkusen,Zenit St. Petersburg,2,0,2,0,4,1
2014,GroupD,Galatasaray,Borussia Dortmund,0,4,0,4,1,8
2014,GroupA,Olympiacos,Juventus,1,0,1,0,3,3
2014,GroupB,Liverpool,Real Madrid,0,3,0,3,0,4
2014,GroupD,Arsenal,RSC Anderlecht,3,3,3,3,5,4
2014,GroupC,SL Benfica,AS Monaco,1,0,1,0,1,0
2014,GroupA,Malmo FF,Atletico Madrid,0,2,0,2,0,7
2014,GroupB,Basel,PFC Ludogorets Razgrad,4,0,4,0,4,1
2014,GroupC,Zenit St. Petersburg,Bayer Leverkusen,1,2,1,2,1,4
2014,GroupD,Borussia Dortmund,Galatasaray,4,1,4,1,8,1
2014,GroupA,Juventus,Olympiacos,3,2,3,2,3,3
2014,GroupB,Real Madrid,Liverpool,1,0,1,0,4,0
2014,GroupF,AFC Ajax,Barcelona,0,2,0,2,1,5
2014,GroupF,Paris Saint-Germain,APOEL Nikosia,1,0,1,0,2,0
2014,GroupE,Bayern Munich,AS Roma,2,0,2,0,9,1
2014,GroupH,Athletic Bilbao,FC Porto,0,2,0,2,1,4
2014,GroupH,Shakhtar Donetsk,BATE Borisov,5,0,5,0,12,0
2014,GroupG,NK Maribor,Chelsea,1,1,1,1,1,7
2014,GroupE,Manchester City,CSKA Moskva,1,2,1,2,3,4
2014,GroupG,Sporting CP,Schalke 04,4,2,4,2,7,6
2014,GroupF,Paris Saint-Germain,AFC Ajax,3,1,3,1,4,2
2014,GroupF,APOEL Nikosia,Barcelona,0,4,0,4,0,5
2014,GroupE,CSKA Moskva,AS Roma,1,1,1,1,2,6
2014,GroupH,Shakhtar Donetsk,Athletic Bilbao,0,1,0,1,0,1
2014,GroupH,BATE Borisov,FC Porto,0,3,0,3,0,9
2014,GroupE,Manchester City,Bayern Munich,3,2,3,2,3,3
2014,GroupG,Schalke 04,Chelsea,0,5,0,5,1,6
2014,GroupG,Sporting CP,NK Maribor,3,1,3,1,4,2
2014,GroupD,Arsenal,Borussia Dortmund,2,0,2,0,2,2
2014,GroupC,Bayer Leverkusen,AS Monaco,0,1,0,1,0,2
2014,GroupA,Atletico Madrid,Olympiacos,4,0,4,0,6,3
2014,GroupB,Basel,Real Madrid,0,1,0,1,1,6
2014,GroupD,RSC Anderlecht,Galatasaray,2,0,2,0,3,1
2014,GroupA,Malmo FF,Juventus,0,2,0,2,0,4
2014,GroupB,PFC Ludogorets Razgrad,Liverpool,2,2,2,2,3,4
2014,GroupC,Zenit St. Petersburg,SL Benfica,1,0,1,0,3,0
2014,GroupD,Galatasaray,Arsenal,1,4,1,4,2,8
2014,GroupC,AS Monaco,Zenit St. Petersburg,2,0,2,0,2,0
2014,GroupA,Juventus,Atletico Madrid,0,0,0,0,0,1
2014,GroupB,Liverpool,Basel,1,1,1,1,1,2
2014,GroupC,SL Benfica,Bayer Leverkusen,0,0,0,0,1,3
2014,GroupD,Borussia Dortmund,RSC Anderlecht,1,1,1,1,4,1
2014,GroupA,Olympiacos,Malmo FF,4,2,4,2,4,4
2014,GroupB,Real Madrid,PFC Ludogorets Razgrad,4,0,4,0,6,1
2014,GroupF,Barcelona,Paris Saint-Germain,3,1,3,1,5,4
2014,GroupF,AFC Ajax,APOEL Nikosia,4,0,4,0,5,1
2014,GroupE,AS Roma,Manchester City,0,2,0,2,1,3
2014,GroupH,Athletic Bilbao,BATE Borisov,2,0,2,0,3,2
2014,GroupE,Bayern Munich,CSKA Moskva,3,0,3,0,4,0
2014,GroupG,Chelsea,Sporting CP,3,1,3,1,4,1
2014,GroupH,FC Porto,Shakhtar Donetsk,1,1,1,1,3,3
2014,GroupG,NK Maribor,Schalke 04,0,1,0,1,1,2
2015,GroupC,Galatasaray,Atletico Madrid,0,2,0,2,0,4
2015,GroupD,Sevilla,Borussia Monchengladbach,3,0,3,0,5,4
2015,GroupB,VfL Wolfsburg,CSKA Moskva,1,0,1,0,3,0
2015,GroupC,SL Benfica,Astana,2,0,2,0,4,2
2015,GroupD,Manchester City,Juventus,1,2,1,2,1,3
2015,GroupA,Paris Saint-Germain,Malmo FF,2,0,2,0,7,0
2015,GroupB,PSV Eindhoven,Manchester United,2,1,2,1,2,1
2015,GroupA,Real Madrid,Shakhtar Donetsk,4,0,4,0,8,3
2015,GroupF,Dinamo Zagreb,Arsenal,2,1,2,1,2,4
2015,GroupE,AS Roma,Barcelona,1,1,1,1,2,7
2015,GroupE,Bayer Leverkusen,BATE Borisov,4,1,4,1,5,2
2015,GroupF,Olympiacos,Bayern Munich,0,3,0,3,0,7
2015,GroupG,Chelsea,Maccabi Tel Aviv,4,0,4,0,8,0
2015,GroupG,Dinamo Kiev,FC Porto,2,2,2,2,4,2
2015,GroupH,Gent,Olympique Lyon,1,1,1,1,3,2
2015,GroupH,Valencia CF,Zenit St. Petersburg,2,3,2,3,2,5
2015,GroupF,Arsenal,Olympiacos,2,3,2,3,5,3
2015,GroupE,BATE Borisov,AS Roma,3,2,3,2,3,2
2015,GroupE,Barcelona,Bayer Leverkusen,2,1,2,1,3,2
2015,GroupF,Bayern Munich,Dinamo Zagreb,5,0,5,0,7,0
2015,GroupG,FC Porto,Chelsea,2,1,2,1,2,3
2015,GroupG,Maccabi Tel Aviv,Dinamo Kiev,0,2,0,2,0,3
2015,GroupH,Zenit St. Petersburg,Gent,2,1,2,1,3,3
2015,GroupH,Olympique Lyon,Valencia CF,0,1,0,1,2,1
2015,GroupC,Atletico Madrid,SL Benfica,1,2,1,2,3,3
2015,GroupD,Borussia Monchengladbach,Manchester City,1,2,1,2,3,6
2015,GroupB,CSKA Moskva,PSV Eindhoven,3,2,3,2,4,4
2015,GroupC,Astana,Galatasaray,2,2,2,2,3,3
2015,GroupD,Juventus,Sevilla,2,0,2,0,2,1
2015,GroupA,Malmo FF,Real Madrid,0,2,0,2,0,10
2015,GroupB,Manchester United,VfL Wolfsburg,2,1,2,1,4,4
2015,GroupA,Shakhtar Donetsk,Paris Saint-Germain,0,3,0,3,0,5
2015,GroupF,Arsenal,Bayern Munich,2,0,2,0,3,5
2015,GroupE,Bayer Leverkusen,AS Roma,4,4,4,4,6,7
2015,GroupE,BATE Borisov,Barcelona,0,2,0,2,0,5
2015,GroupG,Dinamo Kiev,Chelsea,0,0,0,0,1,2
2015,GroupF,Dinamo Zagreb,Olympiacos,0,1,0,1,1,3
2015,GroupG,FC Porto,Maccabi Tel Aviv,2,0,2,0,5,1
2015,GroupH,Valencia CF,Gent,2,1,2,1,2,2
2015,GroupH,Zenit St. Petersburg,Olympique Lyon,3,1,3,1,5,1
2015,GroupC,Atletico Madrid,Astana,4,0,4,0,4,0
2015,GroupD,Juventus,Borussia Monchengladbach,0,0,0,0,1,1
2015,GroupB,CSKA Moskva,Manchester United,1,1,1,1,1,2
2015,GroupC,Galatasaray,SL Benfica,2,1,2,1,3,3
2015,GroupA,Malmo FF,Shakhtar Donetsk,1,0,1,0,1,4
2015,GroupD,Manchester City,Sevilla,2,1,2,1,5,2
2015,GroupA,Paris Saint-Germain,Real Madrid,0,0,0,0,0,1
2015,GroupB,VfL Wolfsburg,PSV Eindhoven,2,0,2,0,2,2
2015,GroupC,Astana,Atletico Madrid,0,0,0,0,0,4
2015,GroupD,Borussia Monchengladbach,Juventus,1,1,1,1,1,1
2015,GroupB,Manchester United,CSKA Moskva,1,0,1,0,2,1
2015,GroupC,SL Benfica,Galatasaray,2,1,2,1,3,3
2015,GroupA,Shakhtar Donetsk,Malmo FF,4,0,4,0,4,1
2015,GroupD,Sevilla,Manchester City,1,3,1,3,2,5
2015,GroupA,Real Madrid,Paris Saint-Germain,1,0,1,0,1,0
2015,GroupB,PSV Eindhoven,VfL Wolfsburg,2,0,2,0,2,2
2015,GroupF,Bayern Munich,Arsenal,5,1,5,1,5,3
2015,GroupE,AS Roma,Bayer Leverkusen,3,2,3,2,7,6
2015,GroupE,Barcelona,BATE Borisov,3,0,3,0,5,0
2015,GroupG,Chelsea,Dinamo Kiev,2,1,2,1,2,1
2015,GroupF,Olympiacos,Dinamo Zagreb,2,1,2,1,3,1
2015,GroupG,Maccabi Tel Aviv,FC Porto,1,3,1,3,1,5
2015,GroupH,Gent,Valencia CF,1,0,1,0,2,2
2015,GroupH,Olympique Lyon,Zenit St. Petersburg,0,2,0,2,1,5
2015,GroupF,Arsenal,Dinamo Zagreb,3,0,3,0,4,2
2015,GroupE,Barcelona,AS Roma,6,1,6,1,7,2
2015,GroupE,BATE Borisov,Bayer Leverkusen,1,1,1,1,2,5
2015,GroupF,Bayern Munich,Olympiacos,4,0,4,0,7,0
2015,GroupG,Maccabi Tel Aviv,Chelsea,0,4,0,4,0,8
2015,GroupG,FC Porto,Dinamo Kiev,0,2,0,2,2,4
2015,GroupH,Olympique Lyon,Gent,1,2,1,2,2,3
2015,GroupH,Zenit St. Petersburg,Valencia CF,2,0,2,0,5,2
2015,GroupC,Atletico Madrid,Galatasaray,2,0,2,0,4,0
2015,GroupD,Borussia Monchengladbach,Sevilla,4,2,4,2,4,5
2015,GroupB,CSKA Moskva,VfL Wolfsburg,0,2,0,2,0,3
2015,GroupC,Astana,SL Benfica,2,2,2,2,2,4
2015,GroupD,Juventus,Manchester City,1,0,1,0,3,1
2015,GroupA,Malmo FF,Paris Saint-Germain,0,5,0,5,0,7
2015,GroupB,Manchester United,PSV Eindhoven,0,0,0,0,1,2
2015,GroupA,Shakhtar Donetsk,Real Madrid,3,4,3,4,3,8
2015,GroupC,SL Benfica,Atletico Madrid,1,2,1,2,3,3
2015,GroupD,Manchester City,Borussia Monchengladbach,4,2,4,2,6,3
2015,GroupB,PSV Eindhoven,CSKA Moskva,2,1,2,1,4,4
2015,GroupC,Galatasaray,Astana,1,1,1,1,3,3
2015,GroupD,Sevilla,Juventus,1,0,1,0,1,2
2015,GroupA,Real Madrid,Malmo FF,8,0,8,0,10,0
2015,GroupB,VfL Wolfsburg,Manchester United,3,2,3,2,4,4
2015,GroupA,Paris Saint-Germain,Shakhtar Donetsk,2,0,2,0,5,0
2015,GroupF,Olympiacos,Arsenal,0,3,0,3,3,5
2015,GroupE,AS Roma,BATE Borisov,0,0,0,0,2,3
2015,GroupE,Bayer Leverkusen,Barcelona,1,1,1,1,2,3
2015,GroupF,Dinamo Zagreb,Bayern Munich,0,2,0,2,0,7
2015,GroupG,Chelsea,FC Porto,2,0,2,0,3,2
2015,GroupG,Dinamo Kiev,Maccabi Tel Aviv,1,0,1,0,3,0
2015,GroupH,Gent,Zenit St. Petersburg,2,1,2,1,3,3
2015,GroupH,Valencia CF,Olympique Lyon,0,2,0,2,1,2
